Timestamp,Student ID,Do you understand that this is a paid course ?,Course Fee Email,Date sent,Payment,Payment Receipt Sent,How and where did you hear about this course?,Which Country are you currently residing in?,Which City are you currently residing in?,Gender,Age,Are you currently attending University / College?,Latest Degree Completed or in Progress?,Name of University or College currently or previously attended?,Discipline of Degree?,Have you taken any foundational course in data science / econometrics / statistics / computer science?,"What programming language(s) are you most comfortable in (R, Python, Java, JS, etc.)? If none please type ""None"". ",Prior Work Experience in Data Science or Machine Learning,Primary Reason for taking this course?,Do you understand that this is a paid course ?,"Prior Formal Education (course teaching or using R, university assignments, coding projects, course work, etc.) in R?","Prior Formal Education (course teaching or using Python, university assignments, coding projects, course work, etc.) in Python?",Prior Work Experience in R.,Prior Work Experience in Python.,"Personal Education or Knowledge (learning R on your own and/or doing personal projects, etc.) in R?","Personal Education or Knowledge (learning Python on your own and/or doing personal projects, etc.) in Python?",Do you have a LinkedIn Account?,"Do you have any feedback, thoughts, or comments you would like to share?"
8/28/2022 9:14:44,138,no,Sent,2022-08-28,Paid,Yes,Social Facebook,Pakistan,Karachi,Male,33,Yes,Bachelors,Hamdard University,Electronics Engineering,Data Science,Python,Beginner (0 Years),Moving to my career,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,I would like to also learn R
8/24/2022 6:22:45,139,No,Sent,2022-08-27,Pending,,I HEARD ABOUT FROM OUR WHATSAPP GROUP,Pakistan,LAHORE,Male,22,Yes,Bachelors,PUCIT,SOFTWARE ENGINEERING,Computer Science,PYTHON,Beginner (0 Years),I WANT TO KNOW MORE ABOUT DATA SCIENCE,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/24/2022 7:44:56,140,Yes,Sent,2022-08-24,Pending,,Facebook Group,Pakistan,Karachi,Female,22,Yes,Bachelors,IBA,Bachelors in Economics & Mathematics,All of them,"Python, SQL",Beginner (0 Years),I had fundamental Foundations of Data Sciences and Econometrics courses and this field really sparks my interest.,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,
8/25/2022 4:23:14,141,Yes,Sent,2022-08-26,Paid,Yes,From a friend,Pakistan,Islamabad,Male,23,Yes,H.S.C,Quaid e Azam University Islamabad,BS Statistics,Statisitics,R,Learner (1 Year or Less),I want to improve my Skills and Knowledge and looking forward to working in the field of Data Science,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),True,
8/24/2022 10:08:31,142,Yes,Sent,2022-08-24,Pending,,Facebook,Pakistan,Karachi,Male,20,Yes,Bachelors,IBA,BSAF,Statisitics,None,Beginner (0 Years),I want to explore and learn about data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/20/2022 16:05:58,143,Yes,Sent,,Paid,Yes,Faizan,,,Male,48,No,Bachelors,Ryerson,Business Technology Management,Data Science,R,Learner (1 Year or Less),Would like a new job/career,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),,None
8/24/2022 10:51:01,144,No,Sent,2022-08-27,Pending,,Social media,Pakistan,Karachi,Female,22,Yes,Bachelors,University of Karachi,Msc (Statistics),Statisitics,R,Beginner (0 Years),Learn something new.,No,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),None,
8/24/2022 11:10:43,145,Yes,Sent,2022-08-24,Pending,,My friend share this on university group,Pakistan,Karachi,Male,20,Yes,H.S.C,Ned University Of Engineering And Technology,Industrial Chemistry,None of them,None,Beginner (0 Years),To earn money,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,I think that this is a perfect opportunity for me to learn this course and then make it beneficial for me.
8/24/2022 5:58:38,146,Yes,Sent,2022-08-24,Paid,Yes,LinkedIn,Pakistan,Islamabad,Male,22,Yes,Bachelors,Quaid-e-Azam University Islamabad,Bachelor's in Statistics,All of them,R Programming Language,Learner (1 Year or Less),To enhance in the field of Software Development.,Yes,Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),True,Thank you :)
8/24/2022 13:44:24,147,Yes,Sent,2022-08-24,Maybe,,Whatsapp,Pakistan,Karachi,Female,23,No,Bachelors,IBA,BsCS,Computer Science,JS Java & Python,Beginner (0 Years),Interested in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),None,
8/24/2022 13:54:07,148,Yes,Sent,2022-08-24,Maybe,,on linkedin page,United States,Denver,Male,29,No,Masters,Colorado State University Global Campus,MS Data Analytics,Data Science,"R, Python",Learner (1 Year or Less),To work as Junior data scientist,Yes,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),True,Is this a free course ?
8/24/2022 14:06:04,149,No,Sent,2022-08-27,Pending,,Facebook,Pakistan,Karachi,Male,21,Yes,H.S.C,Institute of Business Administration (IBA),B.S Accounting and Finance,Statisitics,None,Beginner (0 Years),Want to get into the Data Science field,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,
8/24/2022 14:10:59,150,Yes,Sent,2022-08-24,Pending,,Linkedin,Pakistan,Karachi,Male,21,Yes,Bachelors,Ned University,Bachelor of Science in Computer Science,All of them,"Python, R",Learner (1 Year or Less),To get my basics strong and improve myself in this vast field.,Yes,Beginner (0 Years),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/24/2022 14:12:09,151,Yes,Sent,2022-08-24,Pending,,Facebook,Pakistan,Karachi,Female,21,Yes,Bachelors,"Institute of Business Administration, Karachi",Accounting and Finance,Statisitics,Python,Beginner (0 Years),Passion,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/24/2022 15:55:39,152,Yes,Sent,2022-08-24,Maybe,,through a friend,Pakistan,Karachi,Male,18,Yes,H.S.C,IBA,BSACF,Statisitics,none,Beginner (0 Years),"To develop my knowledge in this field. Not only is this field interesting, but it can be integrated with any line of work and would help me get an edge over my peers by the time i graduate. ",Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/25/2022 13:07:33,153,Yes,Sent,2022-08-26,Paid,Yes,Facebook,Pakistan,Sialkot,Female,23,No,Bachelors,LUMS,Management Sciences,None of them,None,Beginner (0 Years),Transition to tech,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/27/2022 16:00:40,154,Yes,Sent,2022-08-27,Paid,Yes,FROM MY FRIENDS AND THROUGH SOCIAL MEDIA,Pakistan,islamabad,Male,21,Yes,Bachelors,Quaid e Azzam university Islamabad,BS,Statisitics,R,Learner (1 Year or Less),This is helpful for building my future,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),True,This we helpful for every students who is nit able to learn from abroad universities.
8/27/2022 11:17:33,155,Yes,Sent,2022-08-27,Paid,Yes,Friends,Canada,Calgary,Female,35,No,Masters,University of Calgary,Electrical Engineering,None of them,None,Beginner (0 Years),To pursue career in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,
8/25/2022 4:00:08,156,Yes,Sent,2022-08-26,Pending,,Referred by a mentor.,Pakistan,Karachi,Male,21,Yes,H.S.C,Institute of Business Administration,Computer Science,Computer Science,Java,Beginner (0 Years),- To learn and enhance my skill,Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Beginner (0 Years),True,
8/25/2022 4:07:38,157,No,Sent,2022-08-26,Pending,,From a friend,Pakistan,Karachi,Male,20,Yes,Bachelors,Institute of Business Administration Karachi,BS Computer Science,Computer Science,Java and Python,Beginner (0 Years),"I want to opt a career in Data Science, so I want to maximum utilization from the course",No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,Nope
8/25/2022 4:09:33,158,No,Sent,2022-08-26,Pending,,Facebook,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,Computer Science,Computer Science,"Python, Java, Javascript",Beginner (0 Years),Job Prospects,No,Beginner (0 Years),Advanced (4+),None (0 Years),Advanced (4+),Beginner (0 Years),Advanced (4+),True,None
8/25/2022 4:10:16,159,No,Sent,2022-08-26,Pending,,From my friend,Pakistan,Karachi,Male,22,Yes,Bachelors,IBA Karachi,BS-CS,Data Science,Python,Learner (1 Year or Less),Interested in Data science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 4:14:37,160,Yes,Sent,2022-08-26,Pending,,A friend of mine informed me about it.,Pakistan,karachi,Male,19,Yes,H.S.C,IBA - Institute of Business Administration Karachi,Computer Science,Computer Science,"Java, Phyton, JS",Beginner (0 Years),"The feild of data science really intrigues me, I have been fascinated by statistics my whole life and when I heard that there was a feild where we could understand data more effectively than a normal human, I was surprised but very much interested too.",Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 4:16:38,161,No,Sent,2022-08-26,Pending,,University Senior,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,Bachelors in Computer Science,Computer Science,Python and Java,Beginner (0 Years),Good Hold in Mathematics and always felt attracted towards Artificial Intelligence courses,No,Beginner (0 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,
8/25/2022 4:19:31,162,Yes,Sent,2022-08-26,Maybe,,Through a friend,Pakistan,Karachi,Female,20,Yes,Bachelors,Institute of Business Administration Karachi,BSCS,Statisitics,Python and java,Beginner (0 Years),I would want to pursue a career in this field,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/24/2022 2:08:40,163,Yes,Sent,2022-08-24,Paid,Yes,My friend is doing job in cube statistica and he told me about this course,Pakistan,Karachi,Male,22,Yes,Bachelors,Szabist University,Bachelors in computer science,Computer Science,Java,Beginner (0 Years),For skill development,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,I just want to say thank you for this great opportunity for those students who are studying in university and side by side in islamic school
8/25/2022 4:32:36,164,No,Sent,2022-08-26,Pending,,from friends,Pakistan,Karachi,Female,20,Yes,Bachelors,Institute of Business Administration Karachi,CS,Computer Science,None,Beginner (0 Years),"i really wanted to study about data,but wouldn't find the platform which from beginning. I did foundation python programming course from data camp and it was a good experience. Now i wanted to explore more platforms that can teach from beginning about data. ",No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,"I am a CS student but i haven't really good experience in programing, am i still eligible? "
8/25/2022 4:35:15,165,No,Sent,2022-08-26,Pending,,Social Media,Saudi Arabia,Jeddah,Male,37,No,Bachelors,Mehran University of Engineering and Technology,B.E (Software),Data Science,Python,Beginner (0 Years),Interest in Data Science/Machine Learning,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 4:59:46,166,Yes,Sent,2022-08-26,Pending,,Friend,Pakistan,Karachi,Male,22,Yes,Bachelors,Institute of Business Administration,BSCS,Statisitics,Java,Learner (1 Year or Less),Keen interest in data science,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 5:20:20,167,No,Sent,2022-08-26,Pending,,Whatsapp,Pakistan,Karachi,Male,22,No,Bachelors,NED University of Engineering & Technology,BE in Petroleum Engineering,Data Science,Python,Learner (1 Year or Less),Learn data science skills to contribute in oil and gas sector,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,no
8/25/2022 5:51:18,168,Yes,Sent,2022-08-26,Paid,Yes,Whatsapp group chat,Pakistan,Karachi,Male,24,No,Bachelors,IBA,Accounting and Finance,Statisitics,Python,Intermediate (2-3 Years),More practicial experience with R programming and opportunity to get an internship at the end of the course,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None,The cost of the course should be advertised front and centre.
8/25/2022 5:51:50,169,No,Sent,2022-08-26,Pending,,Friend,Pakistan,Karachi,Prefer not to say,20,Yes,Bachelors,IBA,BSCS,Computer Science,Python,Learner (1 Year or Less),Experience,No,Intermediate (2-3 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),None,
8/25/2022 5:56:04,170,Yes,Sent,2022-08-26,Pending,,University Group,Pakistan,Karachi,Male,21,Yes,H.S.C,IBA,BS-Computer Science,All of them,"Java,Python",Learner (1 Year or Less),Data Science and machine learning is basically my field of interest and this is what I would love to explore in the future. I see myself having a career in this filed thus this course will help me learn about this feild.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 6:00:09,171,Yes,Sent,2022-08-26,Pending,,University ( IBA ),Pakistan,Karachi,Male,23,Yes,Bachelors,IBA,Computer Sciences ( Data Sciences ),Computer Science,Python and Java,Beginner (0 Years),Learn skills and add value,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,None
8/25/2022 6:24:08,172,No,Sent,2022-08-26,Pending,,through friend,pakistan,Karachi,Male,23,Yes,Bachelors,Iqra University,BS computer science,Data Science,python,Learner (1 Year or Less),improve our skills in data science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,is it onsite or online training program
8/25/2022 7:15:20,173,No,Sent,2022-08-26,Pending,,Through a friend,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute Of Business Administration,Computer Science,All of them,Java,Beginner (0 Years),Because I want to excel in this field and want to train myself to become the best,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 8:19:27,174,No,Sent,2022-08-26,Pending,,Email,Pakistan,Karachi,Male,23,Yes,Bachelors,Institute of Business Administration karachi,Bachelor's in computer sciences,Computer Science,Python,Learner (1 Year or Less),I want to enhance my data science and machine learning skills .So I would ready to work as Data Scientist,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),True,
8/25/2022 8:28:56,175,No,Sent,2022-08-26,Pending,,Heard it from a senior in a whatsapp group.,Pakistan,Karachi,Male,20,Yes,Bachelors,"IBA, KARACHI",BS Economics and Mathematics,All of them,Python,Beginner (0 Years),I am enthusiastic about data science and an opportunity like this is very appealing to me.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,I am very excited for this oppurtunity and would like to thank its responsible people from the bottom of my heart.
8/25/2022 8:40:03,176,No,Sent,2022-08-26,Pending,,In a Watsapp group,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration Karachi,BS. Economics and mathematics,All of them,Python,Beginner (0 Years),To improve my analytical skills using different softwares,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,I hope it will be free of course
8/25/2022 8:43:48,177,No,Sent,2022-08-26,Pending,,Linkedin,Pakistan,Karachi,Male,20,Yes,Bachelors,"Institute Of Business Administration, Karachi",Computer Sciencs,Statisitics,Python and R,Learner (1 Year or Less),It seems a great opportunity to dive into the world of data science,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 8:47:58,178,No,Sent,2022-08-26,Pending,,Through Internet,Pakistan,Karachi,Female,21,Yes,Bachelors,Institute of Business Adminstration,Bs Economics,Data Science,Python,Beginner (0 Years),Want to learn and doing my minors in data science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,My interest Data science and and python have always fascinated me to learn more and more. I am excited to be part of the field and always try to learn more .
8/25/2022 9:00:33,179,Yes,Sent,2022-08-26,Pending,,Friends,Canada,Ottawa,Male,26,No,Bachelors,Institute of business administration Karachi,Economic and Mathematics,Statisitics,Python,Beginner (0 Years),Career Opportunities,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 9:48:01,180,Yes,Sent,2022-08-26,Pending,,I heard it from a friend on a WhatsApp group.,Pakistan,Karachi,Male,19,Yes,Bachelors,"Institute of Business Administration, Karachi",BS Economics,All of them,Python,Beginner (0 Years),I want to couple my python programming skills with the Data Science skills so that I could pursue this as a career as I move forward.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 10:17:10,181,No,Sent,2022-08-26,Pending,,Whatsapp group,Pakistan,Karachi,Male,25,No,Bachelors,Iqra university,Software engineering,Computer Science,Python,Learner (1 Year or Less),Learning,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,
8/25/2022 11:16:51,182,Yes,Sent,2022-08-26,Pending,,People of IBA and LUMS,Pakistan,Karachi,Male,22,Yes,Bachelors,IBA,Economics and Mathematics,All of them,"Python, R, STATA and SQL ",Learner (1 Year or Less),Interest in polishing data analytics skills further as it aligns with my career goals,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,None
8/25/2022 11:31:56,183,Yes,Sent,2022-08-26,Pending,,Friend,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,BsCs,Computer Science,Java,Beginner (0 Years),Learn new things,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/25/2022 11:41:59,184,Yes,Sent,2022-08-26,Pending,,IBA(university),Pakistan,Karachi,Female,21,Yes,Bachelors,IBA,Bs Computer Science,Computer Science,Java,Beginner (0 Years),Want to purse this field as a career,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,
8/25/2022 11:50:19,185,Yes,Sent,2022-08-26,Pending,,Whatsapp,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University of Engineering & Technology,Computer Engineering,None of them,"Java, Python",Beginner (0 Years),I want to be a professional machine learning engineer,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,I'm suffering from a financial crisis. I'm pursuing my graduation on scholarships. So please if it is paid course then if there is a consideration for me then I will be very grateful
8/25/2022 12:26:02,186,No,Sent,2022-08-26,Pending,,LinkedIn,Pakistan,Pakistan,Male,22,Yes,Bachelors,B.Z.U multan,B.com,Computer Science,None,Beginner (0 Years),Yes,No,Beginner (0 Years),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),True,Yes
8/25/2022 13:02:08,187,Yes,Sent,2022-08-26,Pending,,LinkedIn,Pakistan,islamabad,Male,22,No,Bachelors,Bahria university Islamabad,Computer Engineering,Data Science,"Python, SQL",Learner (1 Year or Less),To improve my skill in Data science inorder to achieve my targeted goal,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,I am looking to be selected for this course
8/23/2022 4:46:51,188,Yes,Sent,2022-08-24,Paid,Yes,University friends,Pakistan,Karachi,Male,25,Yes,Bachelors,Institute of business administration karachi,BS Accounting and Finamce,None of them,None,Beginner (0 Years),To expand my skills,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,None
8/25/2022 13:16:41,189,Yes,Sent,2022-08-26,Pending,,Linkdin,Lahore,Islamabad,Male,23,No,Bachelors,GCUF,BS Software Engineering,Computer Science,Python,Learner (1 Year or Less),I want to be a Machine Learning Engineer.,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),True,
8/25/2022 13:28:54,190,Yes,Sent,2022-08-26,Pending,,University Group,Pakistan,Karachi,Female,19,Yes,Bachelors,Institute of Business Administration,Bachelors in computer science,Computer Science,Java,Beginner (0 Years),I want to start my data science career earlier than usual,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,I have a question which is that is this going to be an online course?
8/22/2022 7:56:21,191,Yes,Sent,2022-08-25,Paid,Yes,Facebook post,Pakistan,Faisalabad,Female,27,No,Bachelors,LUMS,Bsc hns accounting and finance,None of them,None,Beginner (0 Years),I want to start my career in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,None
8/24/2022 0:24:04,192,Yes,Sent,2022-08-26,Paid,Yes,Social Media,Pakistan,Lahore,Male,27,No,Masters,LUMS,Electrical Engineering,Data Science,Python,Beginner (0 Years),To land  to a beginner level opportunity in Data Science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),True,no
8/25/2022 14:51:21,193,Yes,Sent,2022-08-26,Pending,,Friends,PAKISTAN,Karachi,Male,23,No,Bachelors,Institute of business management,Economics and mathematics,Data Science,Nones,Beginner (0 Years),To learn data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,None
8/25/2022 15:36:06,194,No,Sent,2022-08-26,Pending,,Linkedin,Pakistan,Rawalpindi,Male,23,Yes,Masters,Szabist Islamabad,MS Data Science,All of them,Python,Learner (1 Year or Less),To learn advance level industrial work and can contribute to the industry.,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,
8/31/2022 4:41:41,195,,Sent,2022-08-31,Paid,Yes,Through friend,Pakistan,Karachi,Female,23,No,Bachelors,Institute of Business Administration,BS Economics and Mathematics,All of them,R and Python,Beginner (0 Years),"I want to polish my analytical skills in data science and business analytics background. I am a data driven person who have a keen interest in learning about softwares. This is an ideal opportunity for me to tap in this world, and utilize my knowledge in best possible way. ",Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,"Excited to get onboard, also I would like to know what will be the workload like. "
8/25/2022 17:20:24,196,No,Sent,2022-08-26,Pending,,University Friend,Pakistan,Karachi,Male,21,Yes,Bachelors,IBA,BSCS,Computer Science,Python and java,Beginner (0 Years),Wanna learn data science and want to enroll my self in computer science world,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,Nop
8/26/2022 4:31:39,197,No,Sent,2022-08-26,Pending,,Someone in my connections posted about this opportunity on LinkedIn.,Pakistan,Gujrat,Female,24,No,Bachelors,University of Gujrat,Software Engineering,All of them,"Python, R",Learner (1 Year or Less),I am a fresher in data science looking for an opportunity to enhance my technical skills and this course is an opportunity like none other to be a professional. Where we are first being taught and then internships are being offered on successful completion of the course.,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,
8/26/2022 6:20:54,198,No,Sent,2022-08-26,Pending,,Whatsapp,Pakistan,Karachi,Male,22,Yes,Bachelors,Sir Syed University,Software Engineering,Data Science,Python,Beginner (0 Years),Interesting,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),None,No
8/26/2022 7:18:01,199,No,Sent,2022-08-26,Pending,,Whatsapp,Pakistan,Karachi,Male,28,Yes,Bachelors,Sir Syed University Of Engineering and Technology,Computer Engineering,Statisitics,Java,Beginner (0 Years),better understanding,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,
8/26/2022 7:27:58,200,No,Sent,2022-08-26,Pending,,Friend,Pakistan,Karachi,Female,24,No,Bachelors,Sir Syed University of Engineering and Technology,BS( Software Engineering),Data Science,Python,Learner (1 Year or Less),"Because I found that everything, every technology and every invention like metaverse is based on data . And I have learned things about data science from online resources such as bootcamp.com. And I want to perceive data science as a career. So I want to take this course to start my career as a data engineer or data scientist. ",No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),True,"If this course is paid.  Then let me know, want to take it . Thank you. "
8/26/2022 11:39:44,201,Yes,Sent,2022-08-26,Pending,Yes,A friend,Pakistan,Islamabad,Male,23,Yes,Bachelors,Quaid e Azam University Islamabad,BS Statistics,Statisitics,R,Learner (1 Year or Less),I want to improve my knowledge and skills and get experience in the field of Data Science,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),True,Looking forward to hearing from you.
8/26/2022 13:22:43,202,No,Sent,2022-08-26,Pending,,From university group.,Pakistan,Karachi,Female,21,Yes,Bachelors,IBA,Computer Science,All of them,Python but want to learn R,Learner (1 Year or Less),To develop and polish my skills more,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),True,
8/26/2022 15:40:11,203,No,Sent,2022-08-26,Pending,,Social Network,Pakistan,Karachi,Male,20,Yes,Bachelors,University of Karachi,Computer Science,Computer Science,"Python, C++ and JS",Beginner (0 Years),Professional development,No,Learner (1 Year or Less),Intermediate (2-3 Years),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),True,
8/26/2022 16:08:27,204,No,Sent,2022-08-26,Pending,,From a whatsapp group of my University,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration,BSc Computer Science,Computer Science,Java,Beginner (0 Years),Learning and Internship,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),True,None
